Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-1643685,"Disease",104,1539,0.10946724518102283,1.1102230246251565E-16,1.6653345369377348E-15,269,953,0.07952269692923898,9606,Homo sapiens,"GSK3B;GSK3A;IRS1;ARAF;PTEN;IKBKB;CASP9;MYC;AKT2;AKT3;RAC2;MLST8;AKT1;EP300;RAC1;PRKACA;JAK2;BTRC;MAP2K3;PDGFRB;MAP2K4;PDGFRA;MAP2K1;MAP2K2;CHUK;PDPK1;AXIN1;GAB1;TSC2;GAB2;DKK1;VAV1;DKK2;TGFBR1;TGFBR2;DKK4;PIK3CA;AKT1S1;KIT;RAF1;SOS1;MET;SHC1;SRC;LRP5;FOXO4;FOXO3;FOXO1;RELA;EGFR;LRP6;ERBB3;ERBB4;ERBB2;MAPK1;CSK;RICTOR;PLCG1;MAP2K7;MAPK3;SMAD2;TCF7L2;SMAD4;CREBBP;JUN;SMAD3;TGFB1;FZD5;FZD4;STAT1;CSNK1A1;BAD;FZD6;STAT3;FZD8;BRAF;PTPN11;NFKB1;MTOR;NFKB2;SKI;RPS6KB2;REL;MDM2;CTNNB1;GRB2;KRAS;FGFR4;FGFR3;MAP3K11;FGFR2;FGFR1","","R-HSA-2023455;R-HSA-2023451;R-HSA-5339713;R-HSA-1220610;R-HSA-1220611;R-HSA-1220614;R-HSA-1220612;R-HSA-1839114;R-HSA-1220613;R-HSA-5262921;R-HSA-8870558;R-HSA-1839110;R-HSA-1169421;R-HSA-1839107;R-HSA-3713560;R-HSA-2219536;R-HSA-8876210;R-HSA-2023462;R-HSA-2023460;R-HSA-2023456;R-HSA-8876230;R-HSA-5654544;R-HSA-5654545;R-HSA-8876246;R-HSA-8876240;R-HSA-8876255;R-HSA-8876262;R-HSA-8870628;R-HSA-8876258;R-HSA-2317387;R-HSA-8936676;R-HSA-1982066;R-HSA-2038387;R-HSA-2038386;R-HSA-5339711;R-HSA-1982065;R-HSA-1247842;R-HSA-1247841;R-HSA-5334052;R-HSA-1247844;R-HSA-8851710;R-HSA-5655252;R-HSA-5211340;R-HSA-5655248;R-HSA-5655262;R-HSA-5655263;R-HSA-3656382;R-HSA-5654748;R-HSA-5483229;R-HSA-5211356;R-HSA-5655235;R-HSA-5655233;R-HSA-5655247;R-HSA-4839635;R-HSA-5655244;R-HSA-4839634;R-HSA-5655245;R-HSA-5655243;R-HSA-5655240;R-HSA-4839638;R-HSA-5655241;R-HSA-5655284;R-HSA-5655285;R-HSA-5655295;R-HSA-5655290;R-HSA-5655289;R-HSA-5655270;R-HSA-5211391;R-HSA-5655268;R-HSA-5655269;R-HSA-5655266;R-HSA-5211387;R-HSA-4827388;R-HSA-5655278;R-HSA-5655277;R-HSA-2038946;R-HSA-2038944;R-HSA-2399969;R-HSA-2399981;R-HSA-1225947;R-HSA-2399982;R-HSA-112333;R-HSA-1225950;R-HSA-2399977;R-HSA-1225951;R-HSA-1225949;R-HSA-2399988;R-HSA-5637766;R-HSA-5637764;R-HSA-5637765;R-HSA-2399985;R-HSA-2399996;R-HSA-2399997;R-HSA-2399999;R-HSA-2399992;R-HSA-5637770;R-HSA-2399941;R-HSA-5637808;R-HSA-1225978;R-HSA-1247999;R-HSA-2077424;R-HSA-5637798;R-HSA-1225952;R-HSA-5637796;R-HSA-2077420;R-HSA-5637794;R-HSA-5637795;R-HSA-1225956;R-HSA-5637792;R-HSA-1225957;R-HSA-5637806;R-HSA-2399966;R-HSA-1225960;R-HSA-1225961;R-HSA-200952;R-HSA-5637800;R-HSA-5637801;R-HSA-1218833;R-HSA-4839746;R-HSA-1226014;R-HSA-1226012;R-HSA-1248002;R-HSA-8876948;R-HSA-3656484;R-HSA-2067713;R-HSA-2400001;R-HSA-3315483;R-HSA-4396393;R-HSA-4396392;R-HSA-2400009;R-HSA-2400010;R-HSA-4396402;R-HSA-4396401;R-HSA-1226016;R-HSA-2243938;R-HSA-2243937;R-HSA-2243942;R-HSA-5228811;R-HSA-6803234;R-HSA-5655315;R-HSA-6803233;R-HSA-8876993;R-HSA-5655313;R-HSA-5211400;R-HSA-5655326;R-HSA-8877003;R-HSA-5655323;R-HSA-2033490;R-HSA-5655320;R-HSA-6803240;R-HSA-2033488;R-HSA-2033486;R-HSA-2033485;R-HSA-5655301;R-HSA-8876497;R-HSA-2033479;R-HSA-2033476;R-HSA-2033474;R-HSA-180573;R-HSA-2033472;R-HSA-5655351;R-HSA-5655348;R-HSA-3645780;R-HSA-5655347;R-HSA-3645778;R-HSA-5228840;R-HSA-3642203;R-HSA-180591;R-HSA-3645786;R-HSA-9005561;R-HSA-3656517;R-HSA-180599;R-HSA-180597;R-HSA-6803230;R-HSA-5655343;R-HSA-5655341;R-HSA-6803227;R-HSA-3656523;R-HSA-5655339;R-HSA-5655336;R-HSA-4839734;R-HSA-6802919;R-HSA-6802918;R-HSA-2029983;R-HSA-6802916;R-HSA-6802915;R-HSA-2046363;R-HSA-6802914;R-HSA-2220964;R-HSA-6802912;R-HSA-2220966;R-HSA-6802927;R-HSA-6802926;R-HSA-6802925;R-HSA-2220971;R-HSA-6802924;R-HSA-6802922;R-HSA-6802921;R-HSA-6802935;R-HSA-3702184;R-HSA-6802934;R-HSA-6802933;R-HSA-2220979;R-HSA-3702186;R-HSA-8936731;R-HSA-6802932;R-HSA-2220981;R-HSA-3311014;R-HSA-6802930;R-HSA-6802943;R-HSA-2220985;R-HSA-6802942;R-HSA-8870686;R-HSA-6802941;R-HSA-1248655;R-HSA-6802938;R-HSA-6802937;R-HSA-168865;R-HSA-4791278;R-HSA-2012086;R-HSA-8870703;R-HSA-2012087;R-HSA-2012084;R-HSA-2012082;R-HSA-8870698;R-HSA-5638137;R-HSA-8870710;R-HSA-3702153;R-HSA-2394007;R-HSA-2012074;R-HSA-1248677;R-HSA-2029992;R-HSA-2012073;R-HSA-6802911;R-HSA-6802910;R-HSA-8853310;R-HSA-2029988;R-HSA-8853309;R-HSA-5251562;R-HSA-6802908;R-HSA-2029989;R-HSA-8853308;R-HSA-2220957;R-HSA-8853307;R-HSA-8868666;R-HSA-2029984;R-HSA-8853319;R-HSA-8853317;R-HSA-8853316;R-HSA-8853315;R-HSA-8853314;R-HSA-8853313;R-HSA-8853325;R-HSA-8853323;R-HSA-8853322;R-HSA-8853320;R-HSA-1888198;R-HSA-1839100;R-HSA-1839102;R-HSA-1839098;R-HSA-1839094;R-HSA-1839095;R-HSA-8875371;R-HSA-1839091;R-HSA-6802837;R-HSA-1839080;R-HSA-6802834;R-HSA-3304394;R-HSA-5340587"
R-HSA-389356,"CD28 co-stimulation",16,39,0.0027740237570239704,2.220446049250313E-16,3.3306690738754696E-15,17,19,0.0015854472630173564,9606,Homo sapiens,"PDPK1;SRC;VAV1;MTOR;CDC42;PAK1;PIK3CA;GRAP2;AKT2;AKT3;MLST8;AKT1;RICTOR;GRB2;MAP3K8;RAC1","","R-HSA-389381;R-HSA-2317314;R-HSA-389348;R-HSA-389350;R-HSA-389158;R-HSA-388832;R-HSA-388814;R-HSA-389352;R-HSA-2316429;R-HSA-389354;R-HSA-198640;R-HSA-2317332;R-HSA-392530;R-HSA-389756;R-HSA-389788;R-HSA-388831;R-HSA-198270"
R-HSA-109704,"PI3K Cascade",18,58,0.004125471228394623,3.3306690738754696E-16,4.6629367034256575E-15,5,6,5.006675567423231E-4,9606,Homo sapiens,"PDPK1;IRS1;FLT3;GAB1;PTPN11;GAB2;PIK3CA;AKT2;AKT1;GRB2;FGFR4;FGFR3;FGFR2;FGFR1","","R-HSA-109699;R-HSA-109701;R-HSA-109700;R-HSA-109702;R-HSA-162363"
R-HSA-187037,"Signaling by NTRK1 (TRKA)",21,90,0.006401593285439932,3.3306690738754696E-16,4.6629367034256575E-15,34,59,0.004923230974632844,9606,Homo sapiens,"SHC1;IRS1;SRC;STAT3;BRAF;MAPK14;DUSP6;RHOA;RPS6KA3;RPS6KA5;PIK3CA;RPS6KA2;MAPKAPK2;RPS6KA1;MAPK1;GRB2;KRAS;PLCG1;SOS1;MAPK3","","R-HSA-198211;R-HSA-171011;R-HSA-167683;R-HSA-167684;R-HSA-5674385;R-HSA-202692;R-HSA-198731;R-HSA-198669;R-HSA-198732;R-HSA-171026;R-HSA-167056;R-HSA-198295;R-HSA-199959;R-HSA-199895;R-HSA-203797;R-HSA-170965;R-HSA-198746;R-HSA-5685366;R-HSA-5686071;R-HSA-199910;R-HSA-9612980;R-HSA-198756;R-HSA-198315;R-HSA-170986;R-HSA-167019;R-HSA-187688;R-HSA-170991;R-HSA-199917;R-HSA-169901;R-HSA-187698;R-HSA-167217;R-HSA-167674;R-HSA-198266;R-HSA-199935"
R-HSA-1250196,"SHC1 events in ERBB2 signaling",15,35,0.002489508499893307,1.1102230246251565E-15,1.554312234475219E-14,6,6,5.006675567423231E-4,9606,Homo sapiens,"ERBB3;SHC1;ERBB4;PRKCD;ERBB2;PRKCA;GRB2;KRAS;SOS1;PRKACA;EGFR","","R-HSA-1250195;R-HSA-1250486;R-HSA-8934446;R-HSA-1963578;R-HSA-8934465;R-HSA-1250463"
R-HSA-212436,"Generic Transcription Pathway",78,1519,0.10804466889536951,1.3322676295501878E-15,1.865174681370263E-14,420,809,0.06750667556742324,9606,Homo sapiens,"GSK3B;ATF2;GSK3A;PTEN;RPTOR;CCND1;MYC;AKT2;AKT3;MLST8;AKT1;EP300;SKP2;PRKACA;PDPK1;AXIN1;TSC2;LIFR;TSC1;FOS;PPM1A;KIT;MET;TP53;SRC;TCF7;LEF1;FOXO4;FOXO3;FOXO1;EGFR;IRAK1;ERBB2;MAPK1;RICTOR;MAPK3;SMAD2;TCF7L2;SMAD1;TCF7L1;SMAD4;CREBBP;JUN;SMAD3;TGFB1;SMURF2;SMURF1;STAT1;PTPN11;SMAD6;MAPK14;MTOR;SMAD7;SKI;ITCH;RHEB;MDM2;BAX;CYCS;CTNNB1;KRAS","","R-HSA-6799462;R-HSA-2187303;R-HSA-8951951;R-HSA-9625749;R-HSA-8878220;R-HSA-2187309;R-HSA-6791285;R-HSA-6805620;R-HSA-8951966;R-HSA-9622667;R-HSA-8878237;R-HSA-2187325;R-HSA-6791291;R-HSA-9622668;R-HSA-8936616;R-HSA-8939688;R-HSA-6799431;R-HSA-8951977;R-HSA-8878243;R-HSA-8936621;R-HSA-870437;R-HSA-8939706;R-HSA-69685;R-HSA-380979;R-HSA-6799441;R-HSA-8936628;R-HSA-870449;R-HSA-2187293;R-HSA-9622738;R-HSA-870477;R-HSA-9615570;R-HSA-9615571;R-HSA-6798374;R-HSA-6798373;R-HSA-870479;R-HSA-9622737;R-HSA-6799409;R-HSA-3239014;R-HSA-8937682;R-HSA-2187388;R-HSA-6799418;R-HSA-6799416;R-HSA-6801415;R-HSA-2187330;R-HSA-6800396;R-HSA-9617660;R-HSA-9614562;R-HSA-9009401;R-HSA-8952058;R-HSA-9009403;R-HSA-8952062;R-HSA-9625828;R-HSA-9614564;R-HSA-6795290;R-HSA-6801637;R-HSA-6805730;R-HSA-870538;R-HSA-6805740;R-HSA-6801641;R-HSA-6804724;R-HSA-6791409;R-HSA-209055;R-HSA-6805755;R-HSA-9622579;R-HSA-9624624;R-HSA-2187395;R-HSA-8878117;R-HSA-6795460;R-HSA-6791363;R-HSA-9620532;R-HSA-8936481;R-HSA-9620515;R-HSA-9624611;R-HSA-9009208;R-HSA-6795473;R-HSA-8878143;R-HSA-6791387;R-HSA-9622572;R-HSA-3700984;R-HSA-9614423;R-HSA-3700981;R-HSA-9625693;R-HSA-6791349;R-HSA-6791348;R-HSA-9614414;R-HSA-9622604;R-HSA-6805638;R-HSA-6791302;R-HSA-8878178;R-HSA-2179274;R-HSA-2179276;R-HSA-8878186;R-HSA-6791306;R-HSA-6805640;R-HSA-9622627;R-HSA-9625699;R-HSA-2106579;R-HSA-9622630;R-HSA-6805650;R-HSA-349426;R-HSA-6791327;R-HSA-2106586;R-HSA-6791323;R-HSA-2106591;R-HSA-5693609;R-HSA-6796647;R-HSA-9624976;R-HSA-9620891;R-HSA-349455;R-HSA-9624985;R-HSA-6796649;R-HSA-8952232;R-HSA-9620915;R-HSA-9617840;R-HSA-9617848;R-HSA-8952226;R-HSA-9615801;R-HSA-9617852;R-HSA-9617853;R-HSA-8939963;R-HSA-3700992;R-HSA-165179;R-HSA-9617832;R-HSA-9617833;R-HSA-9617838;R-HSA-3700997;R-HSA-6803801;R-HSA-9615829;R-HSA-6792491;R-HSA-2186607;R-HSA-5629189;R-HSA-1484099;R-HSA-9622980;R-HSA-5629187;R-HSA-9622981;R-HSA-5633295;R-HSA-6803719;R-HSA-6804741;R-HSA-8865256;R-HSA-6798615;R-HSA-6798611;R-HSA-8865265;R-HSA-5633314;R-HSA-4396347;R-HSA-9623018;R-HSA-9623023;R-HSA-6804762;R-HSA-6805785;R-HSA-9617683;R-HSA-2318752;R-HSA-212356;R-HSA-8937728;R-HSA-163214;R-HSA-8952069;R-HSA-6803946;R-HSA-9008412;R-HSA-9625863;R-HSA-8937744;R-HSA-8952081;R-HSA-6799815;R-HSA-6797766;R-HSA-9626928;R-HSA-9009451;R-HSA-6800836;R-HSA-6797763;R-HSA-6793666;R-HSA-9009452;R-HSA-9620788;R-HSA-8934688;R-HSA-6804942;R-HSA-8934690;R-HSA-6803917;R-HSA-173481;R-HSA-8952101;R-HSA-6803914;R-HSA-8937767;R-HSA-8986937;R-HSA-8986939;R-HSA-173488;R-HSA-2186643;R-HSA-6793685;R-HSA-8935740;R-HSA-8986940;R-HSA-8986943;R-HSA-6803935;R-HSA-2127257;R-HSA-8935731;R-HSA-6804955;R-HSA-9626962;R-HSA-6799777;R-HSA-8937807;R-HSA-3222006;R-HSA-8937792;R-HSA-8952128;R-HSA-2176491;R-HSA-9617758;R-HSA-9620828;R-HSA-9008475;R-HSA-6803892;R-HSA-9626945;R-HSA-2321904;R-HSA-5633414;R-HSA-9614662;R-HSA-2186741;R-HSA-8937820;R-HSA-9617735;R-HSA-9008476;R-HSA-9008479;R-HSA-2176503;R-HSA-9008478;R-HSA-2176502;R-HSA-5632386;R-HSA-6800816;R-HSA-6793661;R-HSA-2186747;R-HSA-5632393;R-HSA-8937814;R-HSA-9614669;R-HSA-9620813;R-HSA-5633460;R-HSA-6804879;R-HSA-9008480;R-HSA-173545;R-HSA-3221982;R-HSA-6795667;R-HSA-5633441;R-HSA-6803858;R-HSA-6799761;R-HSA-9620837;R-HSA-6803871;R-HSA-2176475;R-HSA-8938867;R-HSA-8937844;R-HSA-2186785;R-HSA-8937097;R-HSA-6805103;R-HSA-3222072;R-HSA-9623192;R-HSA-8951428;R-HSA-9623168;R-HSA-6805109;R-HSA-8951442;R-HSA-8951443;R-HSA-5689972;R-HSA-6805059;R-HSA-2186767;R-HSA-2186771;R-HSA-3222020;R-HSA-2186780;R-HSA-3222128;R-HSA-8864453;R-HSA-9008832;R-HSA-6805035;R-HSA-9008839;R-HSA-8864466;R-HSA-3222116;R-HSA-9623240;R-HSA-6804998;R-HSA-8956649;R-HSA-9623280;R-HSA-9623281;R-HSA-6804996;R-HSA-8932076;R-HSA-8956652;R-HSA-9621242;R-HSA-8932070;R-HSA-6805022;R-HSA-8938228;R-HSA-3222093;R-HSA-8932084;R-HSA-9625324;R-HSA-8938231;R-HSA-199299;R-HSA-9623059;R-HSA-6804194;R-HSA-6804193;R-HSA-8865280;R-HSA-5632732;R-HSA-139913;R-HSA-1980047;R-HSA-9625091;R-HSA-6802165;R-HSA-9617927;R-HSA-9625092;R-HSA-8936979;R-HSA-6802170;R-HSA-9625101;R-HSA-5632759;R-HSA-6798020;R-HSA-9617972;R-HSA-6801089;R-HSA-6798031;R-HSA-8936995;R-HSA-5632766;R-HSA-8865320;R-HSA-8937016;R-HSA-9623072;R-HSA-8864307;R-HSA-9625124;R-HSA-8952382;R-HSA-6804191;R-HSA-8952371;R-HSA-6804188;R-HSA-6792871;R-HSA-3222259;R-HSA-8937037;R-HSA-9618004;R-HSA-6800044;R-HSA-6800042;R-HSA-6797993;R-HSA-8937050;R-HSA-6798004;R-HSA-6801087;R-HSA-9617996;R-HSA-6805126;R-HSA-2031355;R-HSA-6805122;R-HSA-6800001;R-HSA-8952419;R-HSA-3222237;R-HSA-9621116;R-HSA-9618021;R-HSA-6792863;R-HSA-3215152;R-HSA-4331331;R-HSA-9008015;R-HSA-4331340;R-HSA-9623427;R-HSA-6811508;R-HSA-3215144;R-HSA-6800253;R-HSA-6806394;R-HSA-6800250;R-HSA-6806392;R-HSA-9625520;R-HSA-5632887;R-HSA-5632892;R-HSA-6811479;R-HSA-9625510;R-HSA-8864690;R-HSA-8878013;R-HSA-8864698;R-HSA-8878023;R-HSA-6805285;R-HSA-6801184;R-HSA-6798126;R-HSA-6798129;R-HSA-6801213;R-HSA-6798139;R-HSA-170847;R-HSA-6798138;R-HSA-6801209;R-HSA-6804229;R-HSA-8878050;R-HSA-6798082;R-HSA-6798081;R-HSA-6801166;R-HSA-8878056;R-HSA-6804242;R-HSA-6804253;R-HSA-6805276;R-HSA-6805479;R-HSA-8938251;R-HSA-6799332;R-HSA-9621270;R-HSA-8956684;R-HSA-6803425;R-HSA-6798304;R-HSA-6803437;R-HSA-9625375;R-HSA-3215295;R-HSA-9625346;R-HSA-5628871;R-HSA-4411357;R-HSA-3215251;R-HSA-8874789;R-HSA-4411367;R-HSA-8874797;R-HSA-9625406;R-HSA-6801355;R-HSA-6798282;R-HSA-6804425;R-HSA-6803400;R-HSA-9625378;R-HSA-5628901;R-HSA-5632993;R-HSA-140214;R-HSA-5628899;R-HSA-6805470;R-HSA-9621289;R-HSA-6798299;R-HSA-6804441;R-HSA-198599;R-HSA-5632914;R-HSA-5632924;R-HSA-198609;R-HSA-9625409;R-HSA-6804402;R-HSA-6803391;R-HSA-6803388;R-HSA-6798268;R-HSA-6806405;R-HSA-9623415;R-HSA-6799246;R-HSA-6806413;R-HSA-6806412;R-HSA-6806408;R-HSA-6805399;R-HSA-6800279;R-HSA-6806423;R-HSA-8877941;R-HSA-6806419;R-HSA-9007999;R-HSA-6806417;R-HSA-6804383;R-HSA-380927;R-HSA-6804379;R-HSA-5632939;R-HSA-6806425;R-HSA-3215310"
R-HSA-4791275,"Signaling by WNT in cancer",15,39,0.0027740237570239704,5.10702591327572E-15,7.149836278586008E-14,12,16,0.0013351134846461949,9606,Homo sapiens,"GSK3B;TCF7L2;GSK3A;FZD5;FZD4;CSNK1A1;FZD6;AXIN1;LRP5;FZD8;DKK1;DKK2;LRP6;DKK4;CTNNB1","","R-HSA-5339713;R-HSA-4827388;R-HSA-5334052;R-HSA-4791278;R-HSA-4839635;R-HSA-5340587;R-HSA-5251562;R-HSA-4839746;R-HSA-4839634;R-HSA-5339711;R-HSA-4839638;R-HSA-4839734"
R-HSA-5654741,"Signaling by FGFR3",16,52,0.003698698342698627,1.8207657603852567E-14,2.5490720645393594E-13,35,43,0.003588117489986649,9606,Homo sapiens,"SHC1;SRC;GAB1;BRAF;PTPN11;PIK3CA;MAPK1;GRB2;KRAS;PLCG1;SOS1;FGFR3;MAPK3","","R-HSA-1295634;R-HSA-5654679;R-HSA-5654416;R-HSA-5654224;R-HSA-5654623;R-HSA-177931;R-HSA-5654148;R-HSA-5654222;R-HSA-5654413;R-HSA-5654730;R-HSA-5654408;R-HSA-5654409;R-HSA-5654646;R-HSA-5654647;R-HSA-5654709;R-HSA-5654643;R-HSA-5654640;R-HSA-1295604;R-HSA-5654641;R-HSA-5654705;R-HSA-1295609;R-HSA-1549564;R-HSA-1295613;R-HSA-5654631;R-HSA-5654628;R-HSA-190385;R-HSA-5654565;R-HSA-8941628;R-HSA-190263;R-HSA-190388;R-HSA-5654625;R-HSA-190261;R-HSA-5654637;R-HSA-5654634;R-HSA-5654633"
R-HSA-4086400,"PCP/CE pathway",20,99,0.0070417526139839245,2.3092638912203256E-14,2.944311461305915E-13,19,24,0.0020026702269692926,9606,Homo sapiens,"FZD1;FZD3;FZD2;SMURF2;FZD5;SMURF1;FZD4;FZD7;FZD6;FZD8;PRKCA;RHOA;PARD6A;DAAM1;DVL1;RAC2;DVL2;RAC3;DVL3;RAC1;PRKACA","","R-HSA-3858491;R-HSA-3858489;R-HSA-5099886;R-HSA-4608866;R-HSA-3858495;R-HSA-5140747;R-HSA-5138441;R-HSA-3858482;R-HSA-3858480;R-HSA-5140741;R-HSA-5138432;R-HSA-5138433;R-HSA-4608854;R-HSA-3858475;R-HSA-4608852;R-HSA-5138459;R-HSA-3965450;R-HSA-5099899;R-HSA-4608825"
R-HSA-450282,"MAPK targets/ Nuclear events mediated by MAP kinases",14,35,0.002489508499893307,2.453592884421596E-14,2.944311461305915E-13,15,16,0.0013351134846461949,9606,Homo sapiens,"ATF2;JUN;FOS;MAPK14;DUSP6;MAPK9;RPS6KA3;MAPK8;RPS6KA5;RPS6KA2;MAPKAPK2;RPS6KA1;MAPK1;MAPK3","","R-HSA-199910;R-HSA-198756;R-HSA-198731;R-HSA-168136;R-HSA-198669;R-HSA-199917;R-HSA-450292;R-HSA-450325;R-HSA-199959;R-HSA-199895;R-HSA-203797;R-HSA-168053;R-HSA-198746;R-HSA-168440;R-HSA-199935"
R-HSA-9006936,"Signaling by TGF-beta family members",21,114,0.008108684828223913,2.964295475749168E-14,3.5571545708990016E-13,97,107,0.008928571428571428,9606,Homo sapiens,"SMAD2;SMAD1;SMAD4;TGFB1;SMAD3;BMPR2;SMURF2;SMURF1;SMAD6;SMAD5;TGFBR1;RHOA;SMAD7;TGFBR2;PPP1CA;SKI;PPM1A;PARD6A;MYC","","R-HSA-201475;R-HSA-178178;R-HSA-2186785;R-HSA-2160931;R-HSA-201472;R-HSA-2160932;R-HSA-2187303;R-HSA-201476;R-HSA-2160935;R-HSA-2187309;R-HSA-178189;R-HSA-2187325;R-HSA-178208;R-HSA-2134532;R-HSA-178215;R-HSA-870437;R-HSA-178218;R-HSA-2186767;R-HSA-2186771;R-HSA-870449;R-HSA-2187293;R-HSA-2186780;R-HSA-870477;R-HSA-870479;R-HSA-2128994;R-HSA-2187368;R-HSA-2167917;R-HSA-2186607;R-HSA-2187375;R-HSA-170835;R-HSA-1484099;R-HSA-2167924;R-HSA-2187382;R-HSA-170843;R-HSA-170846;R-HSA-2187388;R-HSA-170847;R-HSA-201821;R-HSA-170844;R-HSA-170850;R-HSA-2187330;R-HSA-2167876;R-HSA-202604;R-HSA-170861;R-HSA-170868;R-HSA-2187355;R-HSA-2187358;R-HSA-2176417;R-HSA-202626;R-HSA-2176416;R-HSA-870538;R-HSA-4332235;R-HSA-4332236;R-HSA-209055;R-HSA-2176445;R-HSA-2187395;R-HSA-2187401;R-HSA-173483;R-HSA-173481;R-HSA-2187405;R-HSA-1225919;R-HSA-173488;R-HSA-2186643;R-HSA-201648;R-HSA-2127257;R-HSA-1549526;R-HSA-2134506;R-HSA-2176491;R-HSA-173512;R-HSA-201423;R-HSA-201422;R-HSA-177107;R-HSA-201425;R-HSA-2186741;R-HSA-2176503;R-HSA-2134519;R-HSA-2176502;R-HSA-2186747;R-HSA-201443;R-HSA-173542;R-HSA-2176452;R-HSA-2031355;R-HSA-201445;R-HSA-2127562;R-HSA-173545;R-HSA-2179274;R-HSA-2179276;R-HSA-201453;R-HSA-201457;R-HSA-2106579;R-HSA-2169046;R-HSA-2176475;R-HSA-2106586;R-HSA-2179291;R-HSA-2169050;R-HSA-2179293;R-HSA-2106591"
R-HSA-198323,"AKT phosphorylates targets in the cytosol",11,16,0.0011380610285226546,4.7406523151494184E-14,5.688782778179302E-13,9,9,7.510013351134847E-4,9606,Homo sapiens,"CASP9;GSK3B;GSK3A;CHUK;BAD;AKT2;AKT3;AKT1S1;MDM2;AKT1;TSC2","","R-HSA-198611;R-HSA-198371;R-HSA-198609;R-HSA-198599;R-HSA-198613;R-HSA-198347;R-HSA-200143;R-HSA-8948757;R-HSA-198621"
R-HSA-8878159,"Transcriptional regulation by RUNX3",21,118,0.008393200085354578,5.706546346573305E-14,6.277200981230635E-13,31,47,0.003921895861148198,9606,Homo sapiens,"TCF7L2;SMAD4;CREBBP;TCF7L1;TGFB1;SMAD3;SMURF2;SMURF1;SRC;TCF7;LEF1;FOXO3;CCND1;MYC;MDM2;EP300;CTNNB1;KRAS;TP53","","R-HSA-8951951;R-HSA-8937807;R-HSA-8937792;R-HSA-8952128;R-HSA-8878220;R-HSA-8951428;R-HSA-8952069;R-HSA-1980047;R-HSA-8951966;R-HSA-8952081;R-HSA-8878237;R-HSA-8951442;R-HSA-8951443;R-HSA-4411357;R-HSA-8937814;R-HSA-8952232;R-HSA-8951977;R-HSA-8878117;R-HSA-8878243;R-HSA-4411367;R-HSA-8878178;R-HSA-8952226;R-HSA-8952419;R-HSA-8952101;R-HSA-8878186;R-HSA-8952058;R-HSA-8952062;R-HSA-8952382;R-HSA-4396347;R-HSA-8878143;R-HSA-8952371"
R-HSA-6783589,"Interleukin-6 family signaling",13,30,0.0021338644284799773,7.693845560652335E-14,8.463230116717568E-13,29,33,0.002753671562082777,9606,Homo sapiens,"STAT1;STAT3;LIF;PTPN11;LIFR;IL6ST;JAK2;IL6R;JAK1","","R-HSA-1067667;R-HSA-6783524;R-HSA-1112727;R-HSA-1112602;R-HSA-1112538;R-HSA-1112604;R-HSA-1067676;R-HSA-6783530;R-HSA-1112514;R-HSA-448660;R-HSA-1067651;R-HSA-1112708;R-HSA-6784189;R-HSA-1067659;R-HSA-1112587;R-HSA-1112690;R-HSA-1112755;R-HSA-6783556;R-HSA-1112565;R-HSA-6783681;R-HSA-6783552;R-HSA-1067640;R-HSA-6784204;R-HSA-1112510;R-HSA-1067646;R-HSA-1112703;R-HSA-5696482;R-HSA-1067688;R-HSA-449976"
R-HSA-881907,"Gastrin-CREB signalling pathway via PKC and MAPK",12,23,0.0016359627285013158,8.237854842718662E-14,9.061640326990528E-13,8,9,7.510013351134847E-4,9606,Homo sapiens,"RPS6KA3;MMP7;RPS6KA2;RPS6KA1;MAPK1;PRKCA;GRB2;KRAS;SOS1;PRKACA;EGFR;MAPK3","","R-HSA-2179413;R-HSA-199895;R-HSA-2179415;R-HSA-198746;R-HSA-400015;R-HSA-2179387;R-HSA-2179402;R-HSA-2179407"
R-HSA-1059683,"Interleukin-6 signaling",11,17,0.0012091898428053204,9.08162434143378E-14,9.989786775577159E-13,19,19,0.0015854472630173564,9606,Homo sapiens,"STAT1;STAT3;PTPN11;IL6ST;JAK2;IL6R;JAK1","","R-HSA-1112690;R-HSA-1112755;R-HSA-1067667;R-HSA-1112565;R-HSA-1112727;R-HSA-1067640;R-HSA-1112602;R-HSA-1112538;R-HSA-1112604;R-HSA-1067676;R-HSA-1112510;R-HSA-1067646;R-HSA-1112703;R-HSA-1112514;R-HSA-1067651;R-HSA-1112708;R-HSA-1067688;R-HSA-1067659;R-HSA-1112587"
